scenario_id,workload,pid,current_tick,arrival_time,burst_time,remaining_burst,waiting_time,io_bound,priority,deadline,slack_time,urgency_score,wait_ratio,burst_ratio,deadline_pressure,queue_depth,queue_avg_burst,label
mixed_d000363,mixed,P5,10,5,6,6,5,0,2,21,11,1.8333,0.4545,0.4286,0.0833,3,14.0,1
mixed_d000364,mixed,P2,16,1,13,13,15,0,5,58,42,3.2308,0.5357,0.7222,0.0233,2,18.0,1
mixed_d000364,mixed,P4,16,5,23,23,11,0,1,75,59,2.5652,0.3235,1.2778,0.0167,2,18.0,0
mixed_d000365,mixed,P4,29,5,23,23,24,0,1,75,46,2.0,0.5106,1.0,0.0213,1,23.0,1
mixed_d000366,mixed,P1,3,3,21,21,0,1,2,84,81,3.8571,0.0,1.0,0.0122,1,21.0,1
mixed_d000367,mixed,P2,24,4,4,4,20,0,2,14,0,0.0,0.8333,0.6,1.0,3,6.67,0
mixed_d000367,mixed,P3,24,6,3,3,18,1,1,12,0,0.0,0.8571,0.45,1.0,3,6.67,1
mixed_d000367,mixed,P4,24,7,13,13,17,0,1,54,30,2.3077,0.5667,1.95,0.0323,3,6.67,0
mixed_d000368,mixed,P2,27,4,4,4,23,0,2,14,0,0.0,0.8519,0.4706,1.0,2,8.5,1
mixed_d000368,mixed,P4,27,7,13,13,20,0,1,54,27,2.0769,0.6061,1.5294,0.0357,2,8.5,0
mixed_d000369,mixed,P4,31,7,13,13,24,0,1,54,23,1.7692,0.6486,1.0,0.0417,1,13.0,1
cpu_heavy_d000370,cpu_heavy,P1,0,0,74,74,0,0,5,220,220,2.973,0.0,1.8974,0.0045,2,39.0,0
cpu_heavy_d000370,cpu_heavy,P2,0,0,4,4,0,0,1,8,8,2.0,0.0,0.1026,0.1111,2,39.0,1
cpu_heavy_d000371,cpu_heavy,P1,4,0,74,74,4,0,5,220,216,2.9189,0.0513,1.9681,0.0046,5,37.6,0
cpu_heavy_d000371,cpu_heavy,P3,4,1,48,48,3,0,4,82,78,1.625,0.0588,1.2766,0.0127,5,37.6,0
cpu_heavy_d000371,cpu_heavy,P4,4,1,54,54,3,0,4,128,124,2.2963,0.0526,1.4362,0.008,5,37.6,0
cpu_heavy_d000371,cpu_heavy,P5,4,1,7,7,3,0,5,12,8,1.1429,0.3,0.1862,0.1111,5,37.6,0
cpu_heavy_d000371,cpu_heavy,P6,4,2,5,5,2,1,2,15,11,2.2,0.2857,0.133,0.0833,5,37.6,1
cpu_heavy_d000372,cpu_heavy,P1,9,0,74,74,9,0,5,220,211,2.8514,0.1084,1.6175,0.0047,4,45.75,0
cpu_heavy_d000372,cpu_heavy,P3,9,1,48,48,8,0,4,82,73,1.5208,0.1429,1.0492,0.0135,4,45.75,0
cpu_heavy_d000372,cpu_heavy,P4,9,1,54,54,8,0,4,128,119,2.2037,0.129,1.1803,0.0083,4,45.75,0
cpu_heavy_d000372,cpu_heavy,P5,9,1,7,7,8,0,5,12,3,0.4286,0.5333,0.153,0.25,4,45.75,1
cpu_heavy_d000373,cpu_heavy,P1,16,0,74,74,16,0,5,220,204,2.7568,0.1778,1.2614,0.0049,3,58.67,0
cpu_heavy_d000373,cpu_heavy,P3,16,1,48,48,15,0,4,82,66,1.375,0.2381,0.8182,0.0149,3,58.67,1
cpu_heavy_d000373,cpu_heavy,P4,16,1,54,54,15,0,4,128,112,2.0741,0.2174,0.9205,0.0088,3,58.67,0
cpu_heavy_d000374,cpu_heavy,P1,64,0,74,74,64,0,5,220,156,2.1081,0.4638,1.1562,0.0064,2,64.0,0
cpu_heavy_d000374,cpu_heavy,P4,64,1,54,54,63,0,4,128,64,1.1852,0.5385,0.8437,0.0154,2,64.0,1
cpu_heavy_d000375,cpu_heavy,P1,118,0,74,74,118,0,5,220,102,1.3784,0.6146,1.0,0.0097,1,74.0,1
mixed_d000376,mixed,P1,0,0,21,21,0,0,4,75,75,3.5714,0.0,1.68,0.0132,2,12.5,0
mixed_d000376,mixed,P2,0,0,4,4,0,1,4,16,16,4.0,0.0,0.32,0.0588,2,12.5,1
mixed_d000377,mixed,P1,4,0,21,21,4,0,4,75,71,3.381,0.16,1.0,0.0139,1,21.0,1
mixed_d000378,mixed,P3,25,9,16,16,16,0,2,63,38,2.375,0.5,0.7901,0.0256,4,20.25,0
mixed_d000378,mixed,P4,25,9,47,47,16,0,2,238,213,4.5319,0.254,2.321,0.0047,4,20.25,0
mixed_d000378,mixed,P5,25,9,3,3,16,0,1,15,0,0.0,0.8421,0.1481,1.0,4,20.25,1
mixed_d000378,mixed,P6,25,10,15,15,15,0,1,55,30,2.0,0.5,0.7407,0.0323,4,20.25,0
mixed_d000379,mixed,P3,28,9,16,16,19,0,2,63,35,2.1875,0.5429,0.6154,0.0278,3,26.0,0
mixed_d000379,mixed,P4,28,9,47,47,19,0,2,238,210,4.4681,0.2879,1.8077,0.0047,3,26.0,0
mixed_d000379,mixed,P6,28,10,15,15,18,0,1,55,27,1.8,0.5455,0.5769,0.0357,3,26.0,1
mixed_d000380,mixed,P3,43,9,16,16,34,0,2,63,20,1.25,0.68,0.5079,0.0476,2,31.5,1
mixed_d000380,mixed,P4,43,9,47,47,34,0,2,238,195,4.1489,0.4198,1.4921,0.0051,2,31.5,0
mixed_d000381,mixed,P4,59,9,47,47,50,0,2,238,179,3.8085,0.5155,1.0,0.0056,1,47.0,1
mixed_d000382,mixed,P1,1,1,2,2,0,1,2,10,9,4.5,0.0,1.0,0.1,1,2.0,1
mixed_d000383,mixed,P2,5,5,2,2,0,0,5,14,9,4.5,0.0,1.0,0.1,1,2.0,1
mixed_d000384,mixed,P3,7,6,4,4,1,0,4,15,8,2.0,0.2,1.0,0.1111,1,4.0,1
mixed_d000385,mixed,P4,11,9,10,10,2,0,1,50,39,3.9,0.1667,1.0,0.025,1,10.0,1
io_heavy_d000386,io_heavy,P1,0,0,1,1,0,1,4,3,3,3.0,0.0,1.0,0.25,1,1.0,1
io_heavy_d000387,io_heavy,P2,3,3,1,1,0,1,2,7,4,4.0,0.0,0.1667,0.2,2,6.0,1
io_heavy_d000387,io_heavy,P3,3,3,11,11,0,1,4,86,83,7.5455,0.0,1.8333,0.0119,2,6.0,0
io_heavy_d000388,io_heavy,P3,4,3,11,11,1,1,4,86,82,7.4545,0.0833,1.0,0.012,1,11.0,1
mixed_d000389,mixed,P1,1,1,3,3,0,0,5,14,13,4.3333,0.0,0.6667,0.0714,2,4.5,1
mixed_d000389,mixed,P2,1,1,6,6,0,0,3,28,27,4.5,0.0,1.3333,0.0357,2,4.5,0
mixed_d000390,mixed,P2,4,1,6,6,3,0,3,28,24,4.0,0.3333,0.5455,0.04,3,11.0,0
mixed_d000390,mixed,P3,4,3,24,24,1,0,4,72,68,2.8333,0.04,2.1818,0.0145,3,11.0,0
mixed_d000390,mixed,P4,4,3,3,3,1,0,5,12,8,2.6667,0.25,0.2727,0.1111,3,11.0,1
mixed_d000391,mixed,P2,7,1,6,6,6,0,3,28,21,3.5,0.5,0.4,0.0455,2,15.0,1
mixed_d000391,mixed,P3,7,3,24,24,4,0,4,72,65,2.7083,0.1429,1.6,0.0152,2,15.0,0
mixed_d000392,mixed,P3,13,3,24,24,10,0,4,72,59,2.4583,0.2941,0.9057,0.0167,4,26.5,0
mixed_d000392,mixed,P5,13,9,6,6,4,0,5,35,22,3.6667,0.4,0.2264,0.0435,4,26.5,0
mixed_d000392,mixed,P6,13,9,73,73,4,0,4,193,180,2.4658,0.0519,2.7547,0.0055,4,26.5,0
mixed_d000392,mixed,P7,13,10,3,3,3,1,5,17,4,1.3333,0.5,0.1132,0.2,4,26.5,1
mixed_d000393,mixed,P3,16,3,24,24,13,0,4,72,56,2.3333,0.3514,0.699,0.0175,3,34.33,0
mixed_d000393,mixed,P5,16,9,6,6,7,0,5,35,19,3.1667,0.5385,0.1748,0.05,3,34.33,1
mixed_d000393,mixed,P6,16,9,73,73,7,0,4,193,177,2.4247,0.0875,2.1262,0.0056,3,34.33,0
mixed_d000394,mixed,P3,22,3,24,24,19,0,4,72,50,2.0833,0.4419,0.4948,0.0196,2,48.5,1
mixed_d000394,mixed,P6,22,9,73,73,13,0,4,193,171,2.3425,0.1512,1.5052,0.0058,2,48.5,0
mixed_d000395,mixed,P6,46,9,73,73,37,0,4,193,147,2.0137,0.3364,1.0,0.0068,1,73.0,1
io_heavy_d000396,io_heavy,P1,0,0,3,3,0,1,4,13,13,4.3333,0.0,1.0,0.0714,1,3.0,1
io_heavy_d000397,io_heavy,P2,3,1,2,2,2,1,4,8,5,2.5,0.5,0.8571,0.1667,3,2.33,1
io_heavy_d000397,io_heavy,P3,3,2,3,3,1,1,3,13,10,3.3333,0.25,1.2857,0.0909,3,2.33,0
io_heavy_d000397,io_heavy,P4,3,2,2,2,1,0,2,12,9,4.5,0.3333,0.8571,0.1,3,2.33,0
io_heavy_d000398,io_heavy,P3,5,2,3,3,3,1,3,13,8,2.6667,0.5,1.2,0.1111,2,2.5,0
io_heavy_d000398,io_heavy,P4,5,2,2,2,3,0,2,12,7,3.5,0.6,0.8,0.125,2,2.5,1
io_heavy_d000399,io_heavy,P3,7,2,3,3,5,1,3,13,6,2.0,0.625,1.0,0.1429,1,3.0,1
mixed_d000400,mixed,P1,0,0,2,2,0,1,5,5,5,2.5,0.0,0.5,0.1667,2,4.0,1
mixed_d000400,mixed,P2,0,0,6,6,0,0,4,13,13,2.1667,0.0,1.5,0.0714,2,4.0,0
mixed_d000401,mixed,P2,2,0,6,6,2,0,4,13,11,1.8333,0.25,1.0588,0.0833,3,5.67,0
mixed_d000401,mixed,P3,2,1,2,2,1,0,2,8,6,3.0,0.3333,0.3529,0.1429,3,5.67,1
mixed_d000401,mixed,P4,2,2,9,9,0,1,3,43,41,4.5556,0.0,1.5882,0.0238,3,5.67,0
mixed_d000402,mixed,P2,4,0,6,6,4,0,4,13,9,1.5,0.4,0.9,0.1,3,6.67,0
mixed_d000402,mixed,P4,4,2,9,9,2,1,3,43,39,4.3333,0.1818,1.35,0.025,3,6.67,0
mixed_d000402,mixed,P5,4,3,5,5,1,0,4,25,21,4.2,0.1667,0.75,0.0455,3,6.67,1
mixed_d000403,mixed,P2,9,0,6,6,9,0,4,13,4,0.6667,0.6,0.8,0.2,2,7.5,1
mixed_d000403,mixed,P4,9,2,9,9,7,1,3,43,34,3.7778,0.4375,1.2,0.0286,2,7.5,0
mixed_d000404,mixed,P4,15,2,9,9,13,1,3,43,28,3.1111,0.5909,1.0,0.0345,1,9.0,1
cpu_heavy_d000405,cpu_heavy,P1,3,3,7,7,0,0,2,13,10,1.4286,0.0,1.0,0.0909,1,7.0,1
cpu_heavy_d000406,cpu_heavy,P2,10,4,14,14,6,0,3,40,30,2.1429,0.3,1.12,0.0323,4,12.5,0
cpu_heavy_d000406,cpu_heavy,P3,10,4,19,19,6,0,3,38,28,1.4737,0.24,1.52,0.0345,4,12.5,0
cpu_heavy_d000406,cpu_heavy,P4,10,4,8,8,6,0,3,21,11,1.375,0.4286,0.64,0.0833,4,12.5,1
cpu_heavy_d000406,cpu_heavy,P5,10,8,9,9,2,1,5,28,18,2.0,0.1818,0.72,0.0526,4,12.5,0
cpu_heavy_d000407,cpu_heavy,P2,18,4,14,14,14,0,3,40,22,1.5714,0.5,1.0,0.0435,3,14.0,0
cpu_heavy_d000407,cpu_heavy,P3,18,4,19,19,14,0,3,38,20,1.0526,0.4242,1.3571,0.0476,3,14.0,0
cpu_heavy_d000407,cpu_heavy,P5,18,8,9,9,10,1,5,28,10,1.1111,0.5263,0.6429,0.0909,3,14.0,1
cpu_heavy_d000408,cpu_heavy,P2,27,4,14,14,23,0,3,40,13,0.9286,0.6216,0.8485,0.0714,2,16.5,1
cpu_heavy_d000408,cpu_heavy,P3,27,4,19,19,23,0,3,38,11,0.5789,0.5476,1.1515,0.0833,2,16.5,0
cpu_heavy_d000409,cpu_heavy,P3,41,4,19,19,37,0,3,38,0,0.0,0.6607,1.0,1.0,1,19.0,1
cpu_heavy_d000410,cpu_heavy,P1,0,0,57,57,0,0,2,117,117,2.0526,0.0,1.0,0.0085,1,57.0,1
cpu_heavy_d000411,cpu_heavy,P2,57,1,9,9,56,0,4,25,0,0.0,0.8615,0.3971,1.0,3,22.67,0
cpu_heavy_d000411,cpu_heavy,P3,57,6,56,56,51,0,2,111,54,0.9643,0.4766,2.4706,0.0182,3,22.67,0
cpu_heavy_d000411,cpu_heavy,P4,57,10,3,3,47,1,2,18,0,0.0,0.94,0.1324,1.0,3,22.67,1
cpu_heavy_d000412,cpu_heavy,P2,60,1,9,9,59,0,4,25,0,0.0,0.8676,0.2769,1.0,2,32.5,1
cpu_heavy_d000412,cpu_heavy,P3,60,6,56,56,54,0,2,111,51,0.9107,0.4909,1.7231,0.0192,2,32.5,0
cpu_heavy_d000413,cpu_heavy,P3,69,6,56,56,63,0,2,111,42,0.75,0.5294,1.0,0.0233,1,56.0,1
cpu_heavy_d000414,cpu_heavy,P1,1,1,71,71,0,0,3,175,174,2.4507,0.0,1.0,0.0057,1,71.0,1
cpu_heavy_d000415,cpu_heavy,P2,72,3,29,29,69,1,5,69,0,0.0,0.7041,0.6682,1.0,5,43.4,0
cpu_heavy_d000415,cpu_heavy,P3,72,3,21,21,69,0,4,35,0,0.0,0.7667,0.4839,1.0,5,43.4,0
cpu_heavy_d000415,cpu_heavy,P4,72,3,94,94,69,0,4,154,82,0.8723,0.4233,2.1659,0.012,5,43.4,0
cpu_heavy_d000415,cpu_heavy,P5,72,3,9,9,69,0,1,21,0,0.0,0.8846,0.2074,1.0,5,43.4,1
cpu_heavy_d000415,cpu_heavy,P6,72,6,64,64,66,0,2,119,47,0.7344,0.5077,1.4747,0.0208,5,43.4,0
cpu_heavy_d000416,cpu_heavy,P2,81,3,29,29,78,1,5,69,0,0.0,0.729,0.5577,1.0,4,52.0,0
cpu_heavy_d000416,cpu_heavy,P3,81,3,21,21,78,0,4,35,0,0.0,0.7879,0.4038,1.0,4,52.0,1
cpu_heavy_d000416,cpu_heavy,P4,81,3,94,94,78,0,4,154,73,0.7766,0.4535,1.8077,0.0135,4,52.0,0
cpu_heavy_d000416,cpu_heavy,P6,81,6,64,64,75,0,2,119,38,0.5938,0.5396,1.2308,0.0256,4,52.0,0
cpu_heavy_d000417,cpu_heavy,P2,102,3,29,29,99,1,5,69,0,0.0,0.7734,0.4652,1.0,3,62.33,1
cpu_heavy_d000417,cpu_heavy,P4,102,3,94,94,99,0,4,154,52,0.5532,0.513,1.508,0.0189,3,62.33,0
cpu_heavy_d000417,cpu_heavy,P6,102,6,64,64,96,0,2,119,17,0.2656,0.6,1.0267,0.0556,3,62.33,0
cpu_heavy_d000418,cpu_heavy,P4,131,3,94,94,128,0,4,154,23,0.2447,0.5766,1.1899,0.0417,2,79.0,0
cpu_heavy_d000418,cpu_heavy,P6,131,6,64,64,125,0,2,119,0,0.0,0.6614,0.8101,1.0,2,79.0,1
cpu_heavy_d000419,cpu_heavy,P4,195,3,94,94,192,0,4,154,0,0.0,0.6713,1.0,1.0,1,94.0,1
mixed_d000420,mixed,P1,0,0,11,11,0,0,5,30,30,2.7273,0.0,0.9362,0.0323,4,11.75,0
mixed_d000420,mixed,P2,0,0,2,2,0,1,1,9,9,4.5,0.0,0.1702,0.1,4,11.75,1
mixed_d000420,mixed,P3,0,0,7,7,0,1,5,18,18,2.5714,0.0,0.5957,0.0526,4,11.75,0
mixed_d000420,mixed,P4,0,0,27,27,0,0,4,116,116,4.2963,0.0,2.2979,0.0085,4,11.75,0
mixed_d000421,mixed,P1,2,0,11,11,2,0,5,30,28,2.5455,0.1538,0.9322,0.0345,5,11.8,0
mixed_d000421,mixed,P3,2,0,7,7,2,1,5,18,16,2.2857,0.2222,0.5932,0.0588,5,11.8,0
mixed_d000421,mixed,P4,2,0,27,27,2,0,4,116,114,4.2222,0.069,2.2881,0.0087,5,11.8,0
mixed_d000421,mixed,P5,2,1,5,5,1,0,4,22,20,4.0,0.1667,0.4237,0.0476,5,11.8,1
mixed_d000421,mixed,P6,2,1,9,9,1,0,1,35,33,3.6667,0.1,0.7627,0.0294,5,11.8,0
mixed_d000422,mixed,P1,7,0,11,11,7,0,5,30,23,2.0909,0.3889,0.8148,0.0417,4,13.5,0
mixed_d000422,mixed,P3,7,0,7,7,7,1,5,18,11,1.5714,0.5,0.5185,0.0833,4,13.5,1
mixed_d000422,mixed,P4,7,0,27,27,7,0,4,116,109,4.037,0.2059,2.0,0.0091,4,13.5,0
mixed_d000422,mixed,P6,7,1,9,9,6,0,1,35,28,3.1111,0.4,0.6667,0.0345,4,13.5,0
mixed_d000423,mixed,P1,14,0,11,11,14,0,5,30,16,1.4545,0.56,0.7021,0.0588,3,15.67,0
mixed_d000423,mixed,P4,14,0,27,27,14,0,4,116,102,3.7778,0.3415,1.7234,0.0097,3,15.67,0
mixed_d000423,mixed,P6,14,1,9,9,13,0,1,35,21,2.3333,0.5909,0.5745,0.0455,3,15.67,1
mixed_d000424,mixed,P1,23,0,11,11,23,0,5,30,7,0.6364,0.6765,0.5789,0.125,2,19.0,1
mixed_d000424,mixed,P4,23,0,27,27,23,0,4,116,93,3.4444,0.46,1.4211,0.0106,2,19.0,0
mixed_d000425,mixed,P4,34,0,27,27,34,0,4,116,82,3.037,0.5574,1.0,0.012,1,27.0,1
mixed_d000426,mixed,P1,1,1,17,17,0,0,4,41,40,2.3529,0.0,2.0,0.0244,4,8.5,0
mixed_d000426,mixed,P2,1,1,14,14,0,0,4,38,37,2.6429,0.0,1.6471,0.0263,4,8.5,0
mixed_d000426,mixed,P3,1,1,2,2,0,0,5,10,9,4.5,0.0,0.2353,0.1,4,8.5,0
mixed_d000426,mixed,P4,1,1,1,1,0,1,5,3,2,2.0,0.0,0.1176,0.3333,4,8.5,1
mixed_d000427,mixed,P1,2,1,17,17,1,0,4,41,39,2.2941,0.0556,1.5455,0.025,3,11.0,0
mixed_d000427,mixed,P2,2,1,14,14,1,0,4,38,36,2.5714,0.0667,1.2727,0.027,3,11.0,0
mixed_d000427,mixed,P3,2,1,2,2,1,0,5,10,8,4.0,0.3333,0.1818,0.1111,3,11.0,1
mixed_d000428,mixed,P1,4,1,17,17,3,0,4,41,37,2.1765,0.15,1.5455,0.0263,3,11.0,0
mixed_d000428,mixed,P2,4,1,14,14,3,0,4,38,34,2.4286,0.1765,1.2727,0.0286,3,11.0,0
mixed_d000428,mixed,P5,4,4,2,2,0,0,5,13,9,4.5,0.0,0.1818,0.1,3,11.0,1
mixed_d000429,mixed,P1,6,1,17,17,5,0,4,41,35,2.0588,0.2273,1.0968,0.0278,2,15.5,0
mixed_d000429,mixed,P2,6,1,14,14,5,0,4,38,32,2.2857,0.2632,0.9032,0.0303,2,15.5,1
mixed_d000430,mixed,P1,20,1,17,17,19,0,4,41,21,1.2353,0.5278,1.0,0.0455,1,17.0,1
mixed_d000431,mixed,P1,3,3,19,19,0,0,2,55,52,2.7368,0.0,1.0,0.0189,1,19.0,1
mixed_d000432,mixed,P2,22,5,25,25,17,0,3,113,91,3.64,0.4048,1.1574,0.0109,5,21.6,0
mixed_d000432,mixed,P3,22,6,4,4,16,1,4,20,0,0.0,0.8,0.1852,1.0,5,21.6,1
mixed_d000432,mixed,P4,22,13,8,8,9,0,4,48,26,3.25,0.5294,0.3704,0.037,5,21.6,0
mixed_d000432,mixed,P5,22,13,8,8,9,0,1,49,27,3.375,0.5294,0.3704,0.0357,5,21.6,0
mixed_d000432,mixed,P6,22,15,63,63,7,0,4,197,175,2.7778,0.1,2.9167,0.0057,5,21.6,0
mixed_d000433,mixed,P2,26,5,25,25,21,0,3,113,87,3.48,0.4565,0.9615,0.0114,4,26.0,0
mixed_d000433,mixed,P4,26,13,8,8,13,0,4,48,22,2.75,0.619,0.3077,0.0435,4,26.0,1
mixed_d000433,mixed,P5,26,13,8,8,13,0,1,49,23,2.875,0.619,0.3077,0.0417,4,26.0,0
mixed_d000433,mixed,P6,26,15,63,63,11,0,4,197,171,2.7143,0.1486,2.4231,0.0058,4,26.0,0
mixed_d000434,mixed,P2,34,5,25,25,29,0,3,113,79,3.16,0.537,0.7812,0.0125,3,32.0,0
mixed_d000434,mixed,P5,34,13,8,8,21,0,1,49,15,1.875,0.7241,0.25,0.0625,3,32.0,1
mixed_d000434,mixed,P6,34,15,63,63,19,0,4,197,163,2.5873,0.2317,1.9687,0.0061,3,32.0,0
mixed_d000435,mixed,P2,42,5,25,25,37,0,3,113,71,2.84,0.5968,0.5682,0.0139,2,44.0,1
mixed_d000435,mixed,P6,42,15,63,63,27,0,4,197,155,2.4603,0.3,1.4318,0.0064,2,44.0,0
mixed_d000436,mixed,P6,67,15,63,63,52,0,4,197,130,2.0635,0.4522,1.0,0.0076,1,63.0,1
cpu_heavy_d000437,cpu_heavy,P1,2,2,52,52,0,0,4,148,146,2.8077,0.0,1.0,0.0068,1,52.0,1
cpu_heavy_d000438,cpu_heavy,P2,54,4,11,11,50,0,2,20,0,0.0,0.8197,0.3684,1.0,7,29.86,0
cpu_heavy_d000438,cpu_heavy,P3,54,4,30,30,50,0,4,93,39,1.3,0.625,1.0048,0.025,7,29.86,0
cpu_heavy_d000438,cpu_heavy,P4,54,4,64,64,50,0,2,153,99,1.5469,0.4386,2.1435,0.01,7,29.86,0
cpu_heavy_d000438,cpu_heavy,P5,54,7,13,13,47,0,5,30,0,0.0,0.7833,0.4354,1.0,7,29.86,0
cpu_heavy_d000438,cpu_heavy,P6,54,8,12,12,46,1,5,39,0,0.0,0.7931,0.4019,1.0,7,29.86,0
cpu_heavy_d000438,cpu_heavy,P7,54,8,74,74,46,0,1,141,87,1.1757,0.3833,2.4785,0.0114,7,29.86,0
cpu_heavy_d000438,cpu_heavy,P8,54,15,5,5,39,0,4,24,0,0.0,0.8864,0.1675,1.0,7,29.86,1
cpu_heavy_d000439,cpu_heavy,P2,59,4,11,11,55,0,2,20,0,0.0,0.8333,0.3235,1.0,6,34.0,1
cpu_heavy_d000439,cpu_heavy,P3,59,4,30,30,55,0,4,93,34,1.1333,0.6471,0.8824,0.0286,6,34.0,0
cpu_heavy_d000439,cpu_heavy,P4,59,4,64,64,55,0,2,153,94,1.4688,0.4622,1.8824,0.0105,6,34.0,0
cpu_heavy_d000439,cpu_heavy,P5,59,7,13,13,52,0,5,30,0,0.0,0.8,0.3824,1.0,6,34.0,0
cpu_heavy_d000439,cpu_heavy,P6,59,8,12,12,51,1,5,39,0,0.0,0.8095,0.3529,1.0,6,34.0,0
cpu_heavy_d000439,cpu_heavy,P7,59,8,74,74,51,0,1,141,82,1.1081,0.408,2.1765,0.012,6,34.0,0
cpu_heavy_d000440,cpu_heavy,P3,70,4,30,30,66,0,4,93,23,0.7667,0.6875,0.7772,0.0417,5,38.6,0
cpu_heavy_d000440,cpu_heavy,P4,70,4,64,64,66,0,2,153,83,1.2969,0.5077,1.658,0.0119,5,38.6,0
cpu_heavy_d000440,cpu_heavy,P5,70,7,13,13,63,0,5,30,0,0.0,0.8289,0.3368,1.0,5,38.6,0
cpu_heavy_d000440,cpu_heavy,P6,70,8,12,12,62,1,5,39,0,0.0,0.8378,0.3109,1.0,5,38.6,1
cpu_heavy_d000440,cpu_heavy,P7,70,8,74,74,62,0,1,141,71,0.9595,0.4559,1.9171,0.0139,5,38.6,0
cpu_heavy_d000441,cpu_heavy,P3,82,4,30,30,78,0,4,93,11,0.3667,0.7222,0.663,0.0833,4,45.25,0
cpu_heavy_d000441,cpu_heavy,P4,82,4,64,64,78,0,2,153,71,1.1094,0.5493,1.4144,0.0139,4,45.25,0
cpu_heavy_d000441,cpu_heavy,P5,82,7,13,13,75,0,5,30,0,0.0,0.8523,0.2873,1.0,4,45.25,1
cpu_heavy_d000441,cpu_heavy,P7,82,8,74,74,74,0,1,141,59,0.7973,0.5,1.6354,0.0167,4,45.25,0
cpu_heavy_d000442,cpu_heavy,P3,95,4,30,30,91,0,4,93,0,0.0,0.7521,0.5357,1.0,3,56.0,1
cpu_heavy_d000442,cpu_heavy,P4,95,4,64,64,91,0,2,153,58,0.9062,0.5871,1.1429,0.0169,3,56.0,0
cpu_heavy_d000442,cpu_heavy,P7,95,8,74,74,87,0,1,141,46,0.6216,0.5404,1.3214,0.0213,3,56.0,0
cpu_heavy_d000443,cpu_heavy,P4,125,4,64,64,121,0,2,153,28,0.4375,0.6541,0.9275,0.0345,2,69.0,1
cpu_heavy_d000443,cpu_heavy,P7,125,8,74,74,117,0,1,141,16,0.2162,0.6126,1.0725,0.0588,2,69.0,0
cpu_heavy_d000444,cpu_heavy,P7,189,8,74,74,181,0,1,141,0,0.0,0.7098,1.0,1.0,1,74.0,1
io_heavy_d000445,io_heavy,P1,2,2,2,2,0,0,1,11,9,4.5,0.0,0.75,0.1,3,2.67,1
io_heavy_d000445,io_heavy,P2,2,2,3,3,0,1,1,16,14,4.6667,0.0,1.125,0.0667,3,2.67,0
io_heavy_d000445,io_heavy,P3,2,2,3,3,0,1,4,11,9,3.0,0.0,1.125,0.1,3,2.67,0
io_heavy_d000446,io_heavy,P2,4,2,3,3,2,1,1,16,12,4.0,0.4,0.7143,0.0769,5,4.2,0
io_heavy_d000446,io_heavy,P3,4,2,3,3,2,1,4,11,7,2.3333,0.4,0.7143,0.125,5,4.2,0
io_heavy_d000446,io_heavy,P4,4,3,5,5,1,1,2,32,28,5.6,0.1667,1.1905,0.0345,5,4.2,0
io_heavy_d000446,io_heavy,P5,4,3,1,1,1,1,4,6,2,2.0,0.5,0.2381,0.3333,5,4.2,1
io_heavy_d000446,io_heavy,P6,4,4,9,9,0,1,2,61,57,6.3333,0.0,2.1429,0.0172,5,4.2,0
io_heavy_d000447,io_heavy,P2,5,2,3,3,3,1,1,16,11,3.6667,0.5,0.6,0.0833,4,5.0,1
io_heavy_d000447,io_heavy,P3,5,2,3,3,3,1,4,11,6,2.0,0.5,0.6,0.1429,4,5.0,0
io_heavy_d000447,io_heavy,P4,5,3,5,5,2,1,2,32,27,5.4,0.2857,1.0,0.0357,4,5.0,0
io_heavy_d000447,io_heavy,P6,5,4,9,9,1,1,2,61,56,6.2222,0.1,1.8,0.0175,4,5.0,0
io_heavy_d000448,io_heavy,P3,8,2,3,3,6,1,4,11,3,1.0,0.6667,0.4839,0.25,5,6.2,1
io_heavy_d000448,io_heavy,P4,8,3,5,5,5,1,2,32,24,4.8,0.5,0.8065,0.04,5,6.2,0
io_heavy_d000448,io_heavy,P6,8,4,9,9,4,1,2,61,53,5.8889,0.3077,1.4516,0.0185,5,6.2,0
io_heavy_d000448,io_heavy,P7,8,6,9,9,2,1,1,70,62,6.8889,0.1818,1.4516,0.0159,5,6.2,0
io_heavy_d000448,io_heavy,P8,8,6,5,5,2,1,3,40,32,6.4,0.2857,0.8065,0.0303,5,6.2,0
io_heavy_d000449,io_heavy,P4,11,3,5,5,8,1,2,32,21,4.2,0.6154,0.7143,0.0455,4,7.0,1
io_heavy_d000449,io_heavy,P6,11,4,9,9,7,1,2,61,50,5.5556,0.4375,1.2857,0.0196,4,7.0,0
io_heavy_d000449,io_heavy,P7,11,6,9,9,5,1,1,70,59,6.5556,0.3571,1.2857,0.0167,4,7.0,0
io_heavy_d000449,io_heavy,P8,11,6,5,5,5,1,3,40,29,5.8,0.5,0.7143,0.0333,4,7.0,0
io_heavy_d000450,io_heavy,P6,16,4,9,9,12,1,2,61,45,5.0,0.5714,1.1739,0.0217,3,7.67,0
io_heavy_d000450,io_heavy,P7,16,6,9,9,10,1,1,70,54,6.0,0.5263,1.1739,0.0182,3,7.67,0
io_heavy_d000450,io_heavy,P8,16,6,5,5,10,1,3,40,24,4.8,0.6667,0.6522,0.04,3,7.67,1
io_heavy_d000451,io_heavy,P6,21,4,9,9,17,1,2,61,40,4.4444,0.6538,1.0,0.0244,2,9.0,1
